initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,19862.249855041504,-0.6887507247924805,-0.9401827521492807,185,76,109,41.08108108108108,4.774343590987356,-4.592662916270965
