initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,20000.09995651245,0.0004997825622558593,-0.10717159610245547,10,3,7,30.0,9.649993896484375,-4.121432168143136
