initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,20018.65001296997,0.09325006484985351,-0.01724319772051262,30,19,11,63.33333333333333,1.418421695106908,-0.7545453851873224
