,Date,Action,Price,Shares,Capital,Position,Reason,Profit,Profit_pct
24,2023-08-31,BUY,128.5,4,19401.800018310547,4,"Aggressive Entry: RSI_oversold, ML_bullish",,
25,2023-09-04,SELL,132.6999969482422,4,19932.600006103516,0,Trailing Stop,16.79998779296875,3.26848011536357
26,2024-04-02,BUY,101.4000015258789,5,19425.59999847412,5,"Aggressive Entry: MACD, ML_bullish",,
27,2024-04-16,SELL,98.69999694824219,5,19919.099983215332,0,MACD Bearish Crossover,-13.500022888183594,-2.6627263678567443
28,2024-04-23,BUY,108.5999984741211,5,19376.099990844727,5,"Aggressive Entry: Trend, ML_bullish",,
29,2024-04-24,SELL,113.5999984741211,5,19944.099983215332,0,Take Profit (RSI>70),25.0,4.604051630066531
30,2024-04-25,BUY,111.5,5,19386.599983215332,5,"Aggressive Entry: Trend, ML_bullish",,
31,2024-04-26,SELL,115.5999984741211,5,19964.599975585938,0,Take Profit (RSI>70),20.49999237060547,3.6771286763417876
32,2024-04-29,BUY,111.4000015258789,5,19407.599967956543,5,"Aggressive Entry: Trend, ML_bullish",,
33,2024-05-21,SELL,121.4000015258789,5,20014.599975585938,0,MACD Bearish Crossover,50.0,8.976660559270226
34,2024-05-22,BUY,120.5999984741211,4,19532.199981689453,4,"Aggressive Entry: Trend, ML_bullish",,
35,2024-05-24,SELL,116.30000305175781,4,19997.399993896484,0,Stop Loss,-17.199981689453125,-3.5655020537052446
36,2024-05-27,BUY,118.69999694824219,5,19403.900009155273,5,"Aggressive Entry: Trend, ML_bullish",,
37,2024-05-29,SELL,112.69999694824219,5,19967.399993896484,0,Stop Loss,-30.0,-5.054760028861866
38,2024-05-30,BUY,108.9000015258789,5,19422.89998626709,5,"Aggressive Entry: Trend, RSI_oversold, ML_bullish",,
39,2024-05-31,SELL,105.0999984741211,5,19948.399978637695,0,Stop Loss,-19.000015258789062,-3.4894426065318127
40,2024-06-04,BUY,113.5,5,19380.899978637695,5,"Aggressive Entry: Trend, ML_bullish",,
41,2024-06-05,SELL,112.5999984741211,5,19943.8999710083,0,Trailing Stop,-4.500007629394531,-0.7929528862369217
42,2024-06-06,BUY,112.69999694824219,5,19380.39998626709,5,"Aggressive Entry: Trend, ML_bullish",,
43,2024-06-07,SELL,110.4000015258789,5,19932.399993896484,0,Trailing Stop,-11.499977111816406,-2.0408123200034876
44,2024-06-11,BUY,115.30000305175781,5,19355.899978637695,5,"Aggressive Entry: Trend, ML_bullish",,
45,2024-06-12,SELL,112.5999984741211,5,19918.8999710083,0,Trailing Stop,-13.500022888183594,-2.3417211675395144
46,2024-06-13,BUY,116.69999694824219,5,19335.39998626709,5,"Aggressive Entry: Trend, ML_bullish",,
47,2024-06-14,SELL,114.69999694824219,5,19908.8999710083,0,Trailing Stop,-10.0,-1.7137961030856095
48,2024-06-17,BUY,116.80000305175781,5,19324.89995574951,5,"Aggressive Entry: Trend, ML_bullish",,
49,2024-06-27,SELL,113.69999694824219,5,19893.399940490723,0,Trailing Stop,-15.500030517578125,-2.6541147453069103
50,2024-06-28,BUY,111.0999984741211,5,19337.899948120117,5,"Aggressive Entry: RSI_oversold, ML_bullish",,
51,2024-07-02,SELL,112.19999694824219,5,19898.899932861328,0,Trailing Stop,5.499992370605469,0.9900976500709137
52,2024-07-04,BUY,119.69999694824219,4,19420.09994506836,4,"Aggressive Entry: Trend, MACD, ML_bullish",,
53,2024-07-09,SELL,114.69999694824219,4,19878.899932861328,0,Stop Loss,-20.0,-4.177109546762963
54,2024-07-12,BUY,121.80000305175781,4,19391.699920654297,4,"Aggressive Entry: Trend, MACD, ML_bullish",,
55,2024-07-16,SELL,117.5,4,19861.699920654297,0,Stop Loss,-17.20001220703125,-3.530380085401611
56,2024-07-17,BUY,119.0999984741211,5,19266.19992828369,5,"Aggressive Entry: Trend, ML_bullish",,
57,2024-07-24,SELL,113.30000305175781,5,19832.69994354248,0,Stop Loss,-28.999977111816406,-4.869853481671997
58,2024-08-30,BUY,118.19999694824219,5,19241.69995880127,5,"Aggressive Entry: Trend, ML_bullish",,
59,2024-09-16,SELL,126.5,5,19874.19995880127,0,Take Profit (RSI>70),41.50001525878906,7.021999379062797
60,2024-09-17,BUY,128.60000610351562,4,19359.799934387207,4,"Aggressive Entry: Trend, ML_bullish",,
61,2024-09-19,SELL,133.8000030517578,4,19894.99994659424,0,Take Profit (RSI>70),20.79998779296875,4.043543313719977
62,2024-09-20,BUY,135.89999389648438,4,19351.3999710083,4,"Aggressive Entry: Trend, ML_bullish",,
63,2024-09-23,SELL,132.8000030517578,4,19882.599983215332,0,Take Profit (RSI>70),-12.39996337890625,-2.2810824017312608
64,2024-09-24,BUY,139.8000030517578,4,19323.3999710083,4,"Aggressive Entry: Trend, ML_bullish",,
65,2024-09-25,SELL,141.3000030517578,4,19888.599983215332,0,Take Profit (RSI>70),6.0,1.0729613499683963
66,2024-09-26,BUY,152.1999969482422,3,19431.999992370605,3,"Aggressive Entry: Trend, ML_bullish",,
67,2024-09-27,SELL,164.60000610351562,3,19925.800010681152,0,Take Profit (RSI>70),37.20002746582031,8.147180948689664
68,2024-09-30,BUY,172.0,3,19409.800010681152,3,"Aggressive Entry: Trend, ML_bullish",,
69,2024-10-02,SELL,197.1999969482422,3,20001.40000152588,0,Take Profit (RSI>70),75.59999084472656,14.651161016419875
70,2024-10-03,BUY,205.0,2,19591.40000152588,2,"Aggressive Entry: Trend, ML_bullish",,
71,2024-10-04,SELL,213.39999389648438,2,20018.199989318848,0,Take Profit (RSI>70),16.79998779296875,4.097557998285061
72,2024-10-07,BUY,213.1999969482422,2,19591.799995422363,2,"Aggressive Entry: Trend, ML_bullish",,
73,2024-10-08,SELL,180.1999969482422,2,19952.199989318848,0,Stop Loss,-66.0,-15.47842423656849
74,2024-10-09,BUY,184.39999389648438,3,19399.000007629395,3,"Aggressive Entry: Trend, ML_bullish",,
75,2024-10-15,SELL,170.8000030517578,3,19911.400016784668,0,Stop Loss,-40.79997253417969,-7.375266428892137
76,2024-10-16,BUY,173.1999969482422,3,19391.80002593994,3,"Aggressive Entry: Trend, ML_bullish",,
77,2024-10-28,SELL,185.1999969482422,3,19947.400016784668,0,Trailing Stop,36.0,6.928406588590179
78,2024-10-29,BUY,189.3000030517578,3,19379.500007629395,3,"Aggressive Entry: Trend, ML_bullish",,
79,2024-10-30,SELL,184.6999969482422,3,19933.59999847412,0,Trailing Stop,-13.800018310546875,-2.4300084677008194
80,2024-10-31,BUY,182.5,3,19386.09999847412,3,"Aggressive Entry: Trend, ML_bullish",,
81,2024-11-12,SELL,175.6999969482422,3,19913.199989318848,0,Stop Loss,-20.400009155273438,-3.7260290694563354
82,2024-11-13,BUY,175.39999389648438,3,19387.000007629395,3,"Aggressive Entry: Trend, BB_oversold, ML_bullish",,
83,2024-11-14,SELL,169.3000030517578,3,19894.900016784668,0,Stop Loss,-18.299972534179688,-3.477760009687678
84,2024-11-15,BUY,169.60000610351562,3,19386.09999847412,3,"Aggressive Entry: Trend, RSI_oversold, ML_bullish",,
85,2024-11-18,SELL,169.0,3,19893.09999847412,0,Trailing Stop,-1.800018310546875,-0.3537771709450354
86,2024-11-19,BUY,171.89999389648438,3,19377.400016784668,3,"Aggressive Entry: Trend, ML_bullish",,
87,2024-11-20,SELL,174.8000030517578,3,19901.80002593994,0,Trailing Stop,8.700027465820312,1.6870327273075878
88,2024-11-21,BUY,172.6999969482422,3,19383.700035095215,3,"Aggressive Entry: Trend, ML_bullish",,
89,2024-11-22,SELL,167.10000610351562,3,19885.00005340576,0,Stop Loss,-16.799972534179688,-3.2426120113973527
90,2025-02-11,BUY,161.8000030517578,3,19399.60004425049,3,"Aggressive Entry: Trend, ML_bullish",,
91,2025-02-12,SELL,155.1999969482422,3,19865.200035095215,0,Stop Loss,-19.800018310546875,-4.079113707682913
92,2025-02-14,BUY,169.89999389648438,3,19355.50005340576,3,"Aggressive Entry: Trend, ML_bullish",,
93,2025-02-20,SELL,156.89999389648438,3,19826.200035095215,0,Stop Loss,-39.0,-7.651560015900036
94,2025-02-21,BUY,162.89999389648438,3,19337.50005340576,3,"Aggressive Entry: Trend, ML_bullish",,
95,2025-03-03,SELL,162.60000610351562,3,19825.30007171631,0,MACD Bearish Crossover,-0.89996337890625,-0.1841545759414692
96,2025-03-04,BUY,161.1999969482422,3,19341.700080871582,3,"Aggressive Entry: Trend, ML_bullish",,
97,2025-03-12,SELL,168.3000030517578,3,19846.600090026855,0,Trailing Stop,21.300018310546875,4.404470370923941
98,2025-03-13,BUY,164.5,3,19353.100090026855,3,"Aggressive Entry: Trend, ML_bullish",,
99,2025-03-20,SELL,168.10000610351562,3,19857.400108337402,0,Trailing Stop,10.800018310546875,2.188453558368161
100,2025-03-21,BUY,167.60000610351562,3,19354.600090026855,3,"Aggressive Entry: Trend, ML_bullish",,
101,2025-03-24,SELL,165.6999969482422,3,19851.700080871582,0,Trailing Stop,-5.7000274658203125,-1.1336569726017345
102,2025-03-25,BUY,158.5,3,19376.200080871582,3,"Aggressive Entry: RSI_oversold, ML_bullish",,
103,2025-03-26,SELL,159.89999389648438,3,19855.900062561035,0,Trailing Stop,4.199981689453125,0.8832769062992901
104,2025-03-28,BUY,160.10000610351562,3,19375.60004425049,3,"Aggressive Entry: RSI_oversold, ML_bullish",,
105,2025-03-31,SELL,155.8000030517578,3,19843.00005340576,0,Trailing Stop,-12.900009155273438,-2.685823165414226
