initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,19843.00005340576,-0.7849997329711913,-1.3021360728258593,53,18,35,33.9622641509434,24.08888838026259,-16.874283926827566
