initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
100000,99862.5,-0.13749999999999998,-0.13749999999999998,2,0,2,0.0,0,-68.75
