Next Price,Date,index,Random Forest,Fold,Close,20-SMA Change
continuous,time,continuous,continuous,discrete,continuous,continuous
class,meta,meta,meta,meta,,
3.42607,2022-12-13 00:00:00,1266,3.56545,1,3.47867,0.0332515
3.381,2022-12-14 00:00:00,1267,3.56125,1,3.42607,0.0166089
3.47867,2022-12-15 00:00:00,1268,3.37273,1,3.381,0.00289732
3.37348,2022-12-16 00:00:00,1269,3.56545,1,3.47867,0.0284318
3.37348,2022-12-19 00:00:00,1270,3.37273,1,3.37348,-0.00432427
3.35845,2022-12-20 00:00:00,1271,3.37273,1,3.37348,-0.00597748
3.4411,2022-12-21 00:00:00,1272,3.37273,1,3.35845,-0.0113901
3.39602,2022-12-22 00:00:00,1273,3.56545,1,3.4411,0.0108144
3.47867,2022-12-23 00:00:00,1274,3.37273,1,3.39602,-0.00363711
3.41856,2022-12-28 00:00:00,1275,3.56545,1,3.47867,0.0183658
3.41105,2022-12-29 00:00:00,1276,3.56125,1,3.41856,0.000219779
3.50121,2022-12-30 00:00:00,1277,3.52399,1,3.41105,-0.0016493
3.53126,2023-01-03 00:00:00,1278,3.57883,1,3.50121,0.0229393
3.51623,2023-01-04 00:00:00,1279,3.58836,1,3.53126,0.0296855
3.53877,2023-01-05 00:00:00,1280,3.57728,1,3.51623,0.0232863
3.58385,2023-01-06 00:00:00,1281,3.57938,1,3.53877,0.0283844
3.6665,2023-01-09 00:00:00,1282,3.67163,1,3.58385,0.0379719
3.62142,2023-01-10 00:00:00,1283,3.75238,1,3.6665,0.0577653
3.67401,2023-01-11 00:00:00,1284,3.65196,1,3.62142,0.042613
3.68904,2023-01-12 00:00:00,1285,3.75415,1,3.67401,0.0550161
3.67401,2023-01-13 00:00:00,1286,3.73755,1,3.68904,0.056141
3.5538,2023-01-16 00:00:00,1287,3.75415,1,3.67401,0.0481191
3.53877,2023-01-17 00:00:00,1288,3.56423,1,3.5538,0.0113321
3.52375,2023-01-18 00:00:00,1289,3.58678,1,3.53877,0.00619541
3.57634,2023-01-19 00:00:00,1290,3.60553,1,3.52375,-0.000213207
3.65899,2023-01-20 00:00:00,1291,3.67397,1,3.57634,0.0117973
3.68904,2023-01-26 00:00:00,1292,3.7625,1,3.65899,0.0307969
3.68904,2023-01-27 00:00:00,1293,3.72204,1,3.68904,0.0356464
3.62142,2023-01-30 00:00:00,1294,3.72204,1,3.68904,0.0314042
3.67401,2023-01-31 00:00:00,1295,3.6617,1,3.62142,0.0104822
3.65899,2023-02-01 00:00:00,1296,3.69504,1,3.67401,0.0215165
3.61391,2023-02-02 00:00:00,1297,3.69427,1,3.65899,0.0138441
3.56131,2023-02-03 00:00:00,1298,3.64034,1,3.61391,-0.000207807
3.51623,2023-02-06 00:00:00,1299,3.56455,1,3.56131,-0.0151673
