Next Price,Date,index,Random Forest,Fold,Close,20-SMA Change
178.8,2022-12-16 00:00:00,1269,177.46,1,175.9,0.0764994
175.5,2022-12-19 00:00:00,1270,182.23,1,178.8,0.0855114
174.2,2022-12-20 00:00:00,1271,177.622,1,175.5,0.0540857
186.2,2022-12-21 00:00:00,1272,172.807,1,174.2,0.0351487
183.2,2022-12-22 00:00:00,1273,187.759,1,186.2,0.0911222
184.2,2022-12-23 00:00:00,1274,184.175,1,183.2,0.059082
183.8,2022-12-28 00:00:00,1275,185.541,1,184.2,0.0512498
174.7,2022-12-29 00:00:00,1276,186.371,1,183.8,0.0405344
176.8,2022-12-30 00:00:00,1277,173.05,1,174.7,-0.0140805
181.3,2023-01-03 00:00:00,1278,176.263,1,176.8,-0.00609943
190.8,2023-01-04 00:00:00,1279,180.011,1,181.3,0.0154019
182.7,2023-01-05 00:00:00,1280,187.224,1,190.8,0.0636934
180.6,2023-01-06 00:00:00,1281,181.481,1,182.7,0.016016
178.5,2023-01-09 00:00:00,1282,178.981,1,180.6,0.000692651
174,2023-01-10 00:00:00,1283,174.674,1,178.5,-0.0109981
173,2023-01-11 00:00:00,1284,172.785,1,174,-0.0320427
171.2,2023-01-12 00:00:00,1285,168.805,1,173,-0.0369628
165.6,2023-01-13 00:00:00,1286,170.701,1,171.2,-0.0449094
164.8,2023-01-16 00:00:00,1287,168.311,1,165.6,-0.0716968
163.6,2023-01-17 00:00:00,1288,166.806,1,164.8,-0.0730637
160.2,2023-01-18 00:00:00,1289,174.567,1,163.6,-0.0766191
168.1,2023-01-19 00:00:00,1290,160.837,1,160.2,-0.0910381
172.4,2023-01-20 00:00:00,1291,166.31,1,168.1,-0.0442075
174.9,2023-01-26 00:00:00,1292,169.075,1,172.4,-0.0192565
173.5,2023-01-27 00:00:00,1293,173.633,1,174.9,-0.00182631
174.6,2023-01-30 00:00:00,1294,173.194,1,173.5,-0.00706785
180.1,2023-01-31 00:00:00,1295,173.353,1,174.6,0.00197989
176.6,2023-02-01 00:00:00,1296,186.081,1,180.1,0.0346413
172.8,2023-02-02 00:00:00,1297,174.861,1,176.6,0.013981
164.1,2023-02-03 00:00:00,1298,168.348,1,172.8,-0.00669674
163.7,2023-02-06 00:00:00,1299,173.067,1,164.1,-0.0520204
153.1,2023-02-07 00:00:00,1300,173.343,1,163.7,-0.0468705
153.5,2023-02-08 00:00:00,1301,147.561,1,153.1,-0.10084
148.1,2023-02-09 00:00:00,1302,150.206,1,153.5,-0.0912589
148.2,2023-02-10 00:00:00,1303,148.919,1,148.1,-0.115266
147.7,2023-02-13 00:00:00,1304,148.919,1,148.2,-0.107793
145.9,2023-02-14 00:00:00,1305,150.46,1,147.7,-0.10398
148.3,2023-02-15 00:00:00,1306,143.058,1,145.9,-0.108054
144.2,2023-02-16 00:00:00,1307,153.598,1,148.3,-0.0885625
145.8,2023-02-17 00:00:00,1308,136.337,1,144.2,-0.108115
139.8,2023-02-20 00:00:00,1309,146.799,1,145.8,-0.0932272
140,2023-02-21 00:00:00,1310,147.88,1,139.8,-0.124992
139.1,2023-02-22 00:00:00,1311,145.782,1,140,-0.115966
134.4,2023-02-23 00:00:00,1312,143.469,1,139.1,-0.112316
136.2,2023-02-24 00:00:00,1313,139.304,1,134.4,-0.131081
136.1,2023-02-27 00:00:00,1314,127.824,1,136.2,-0.108697
142.8,2023-02-28 00:00:00,1315,127.824,1,136.1,-0.0979885
141.3,2023-03-01 00:00:00,1316,141.743,1,142.8,-0.0417394
142.3,2023-03-02 00:00:00,1317,143.965,1,141.3,-0.04044
142.9,2023-03-03 00:00:00,1318,137.301,1,142.3,-0.0235367
137.9,2023-03-06 00:00:00,1319,147.818,1,142.9,-0.0122348
131.9,2023-03-07 00:00:00,1320,146.871,1,137.9,-0.0382202
129.4,2023-03-08 00:00:00,1321,133.638,1,131.9,-0.0732153
127.4,2023-03-09 00:00:00,1322,132.052,1,129.4,-0.0830174
129,2023-03-10 00:00:00,1323,129.647,1,127.4,-0.0905197
125.4,2023-03-13 00:00:00,1324,132.052,1,129,-0.072743
126.7,2023-03-14 00:00:00,1325,129.647,1,125.4,-0.0913373
126.3,2023-03-15 00:00:00,1326,129.647,1,126.7,-0.0754862
130.4,2023-03-16 00:00:00,1327,129.647,1,126.3,-0.0709478
128.9,2023-03-17 00:00:00,1328,132.052,1,130.4,-0.0358952
130.1,2023-03-20 00:00:00,1329,132.052,1,128.9,-0.040994
130.3,2023-03-21 00:00:00,1330,132.052,1,130.1,-0.0285607
141.1,2023-03-22 00:00:00,1331,132.052,1,130.3,-0.0235311
140.2,2023-03-23 00:00:00,1332,149.023,1,141.1,0.0566123
131.4,2023-03-24 00:00:00,1333,149.023,1,140.2,0.0475977
134.6,2023-03-27 00:00:00,1334,132.052,1,131.4,-0.0163935
140,2023-03-28 00:00:00,1335,136.898,1,134.6,0.00812648
142,2023-03-29 00:00:00,1336,149.023,1,140,0.049672
143.5,2023-03-30 00:00:00,1337,144.578,1,142,0.064388
140,2023-03-31 00:00:00,1338,147.818,1,143.5,0.075148
133.9,2023-04-03 00:00:00,1339,149.023,1,140,0.0500656
133.8,2023-04-04 00:00:00,1340,136.898,1,133.9,0.00582156
135.4,2023-04-06 00:00:00,1341,136.898,1,133.8,0.00435373
131,2023-04-11 00:00:00,1342,127.824,1,135.4,0.0140802
130.9,2023-04-12 00:00:00,1343,132.052,1,131,-0.0201945
129.5,2023-04-13 00:00:00,1344,132.052,1,130.9,-0.0216376
135.6,2023-04-14 00:00:00,1345,132.052,1,129.5,-0.0335821
135.3,2023-04-17 00:00:00,1346,127.824,1,135.6,0.00859092
135.6,2023-04-18 00:00:00,1347,136.898,1,135.3,0.00300236
140.4,2023-04-19 00:00:00,1348,127.824,1,135.6,0.00329256
137.7,2023-04-20 00:00:00,1349,149.023,1,140.4,0.0344065
137.6,2023-04-21 00:00:00,1350,142.208,1,137.7,0.0116817
131.6,2023-04-24 00:00:00,1351,142.208,1,137.6,0.00824331
133.1,2023-04-25 00:00:00,1352,132.052,1,131.6,-0.0323529
134,2023-04-26 00:00:00,1353,135.914,1,133.1,-0.0187622
133,2023-04-27 00:00:00,1354,136.898,1,134,-0.0130731
132.5,2023-04-28 00:00:00,1355,135.914,1,133,-0.0198607
131.3,2023-05-02 00:00:00,1356,136.528,1,132.5,-0.0208395
132,2023-05-03 00:00:00,1357,132.052,1,131.3,-0.025856
135.6,2023-05-04 00:00:00,1358,133.638,1,132,-0.0164667
134.2,2023-05-05 00:00:00,1359,127.824,1,135.6,0.0120159
130.3,2023-05-08 00:00:00,1360,136.898,1,134.2,0.00145514
129,2023-05-09 00:00:00,1361,132.052,1,130.3,-0.0263767
128.5,2023-05-10 00:00:00,1362,132.052,1,129,-0.0337803
131.8,2023-05-11 00:00:00,1363,132.052,1,128.5,-0.0366233
136.3,2023-05-12 00:00:00,1364,133.638,1,131.8,-0.0122161
137.4,2023-05-15 00:00:00,1365,135.34,1,136.3,0.0189131
133,2023-05-16 00:00:00,1366,142.208,1,137.4,0.0264455
133.5,2023-05-17 00:00:00,1367,135.914,1,133,-0.00557031
128.6,2023-05-18 00:00:00,1368,136.898,1,133.5,-0.0010476
132.6,2023-05-19 00:00:00,1369,132.052,1,128.6,-0.033446
132.8,2023-05-22 00:00:00,1370,135.914,1,132.6,-0.0014684
130.4,2023-05-23 00:00:00,1371,135.914,1,132.8,0.0018483
126,2023-05-24 00:00:00,1372,132.052,1,130.4,-0.015812
115.8,2023-05-25 00:00:00,1373,129.647,1,126,-0.0464659
116.4,2023-05-29 00:00:00,1374,119.734,1,115.8,-0.11758
110.2,2023-05-30 00:00:00,1375,123.159,1,116.4,-0.107362
112.8,2023-05-31 00:00:00,1376,108.46,1,110.2,-0.14762
121.6,2023-06-01 00:00:00,1377,114.626,1,112.8,-0.121222
121.6,2023-06-02 00:00:00,1378,121.566,1,121.6,-0.048811
121.8,2023-06-05 00:00:00,1379,121.566,1,121.6,-0.043574
123.5,2023-06-06 00:00:00,1380,122.182,1,121.8,-0.0373063
124.4,2023-06-07 00:00:00,1381,127.158,1,123.5,-0.0212395
127.1,2023-06-08 00:00:00,1382,129.647,1,124.4,-0.0123065
127.6,2023-06-09 00:00:00,1383,129.647,1,127.1,0.00969175
128,2023-06-12 00:00:00,1384,129.647,1,127.6,0.0153577
127.3,2023-06-13 00:00:00,1385,129.647,1,128,0.0219153
137.2,2023-06-14 00:00:00,1386,129.647,1,127.3,0.0204409
138,2023-06-15 00:00:00,1387,142.208,1,137.2,0.0979513
137,2023-06-16 00:00:00,1388,146.946,1,138,0.102368
132.3,2023-06-19 00:00:00,1389,138.248,1,137,0.0907209
127.6,2023-06-20 00:00:00,1390,133.638,1,132.3,0.0534278
124.7,2023-06-21 00:00:00,1391,129.647,1,127.6,0.0181122
124,2023-06-23 00:00:00,1392,129.647,1,124.7,-0.00275903
126.2,2023-06-26 00:00:00,1393,129.647,1,124,-0.00756333
127.1,2023-06-27 00:00:00,1394,129.647,1,126.2,0.00585819
124.7,2023-06-28 00:00:00,1395,129.647,1,127.1,0.00873015
122.3,2023-06-29 00:00:00,1396,129.647,1,124.7,-0.0159795
126.4,2023-06-30 00:00:00,1397,122.182,1,122.3,-0.038522
127.6,2023-07-03 00:00:00,1398,129.647,1,126.4,-0.00816069
124.5,2023-07-04 00:00:00,1399,129.647,1,127.6,-0.00109599
120.6,2023-07-05 00:00:00,1400,129.647,1,124.5,-0.026393
119.1,2023-07-06 00:00:00,1401,121.566,1,120.6,-0.0558209
121.1,2023-07-07 00:00:00,1402,121.566,1,119.1,-0.0656259
122,2023-07-10 00:00:00,1403,121.566,1,121.1,-0.0476939
127.3,2023-07-11 00:00:00,1404,122.182,1,122,-0.0384994
134.6,2023-07-12 00:00:00,1405,129.647,1,127.3,0.00354752
132.5,2023-07-13 00:00:00,1406,136.898,1,134.6,0.0580514
129.1,2023-07-14 00:00:00,1407,136.528,1,132.5,0.0434714
127.7,2023-07-18 00:00:00,1408,132.052,1,129.1,0.0202711
126.7,2023-07-19 00:00:00,1409,129.647,1,127.7,0.0129293
128.2,2023-07-20 00:00:00,1410,129.647,1,126.7,0.00723426
125,2023-07-21 00:00:00,1411,132.052,1,128.2,0.0189159
134.8,2023-07-24 00:00:00,1412,129.647,1,125,-0.00663567
134.9,2023-07-25 00:00:00,1413,136.898,1,134.8,0.0666667
136.6,2023-07-26 00:00:00,1414,136.898,1,134.9,0.0637962
142.4,2023-07-27 00:00:00,1415,138.248,1,136.6,0.0731823
146.3,2023-07-28 00:00:00,1416,144.578,1,142.4,0.111024
145.5,2023-07-31 00:00:00,1417,148.633,1,146.3,0.130865
140.7,2023-08-01 00:00:00,1418,151.69,1,145.5,0.11644
140.2,2023-08-02 00:00:00,1419,149.023,1,140.7,0.0742098
144,2023-08-03 00:00:00,1420,149.023,1,140.2,0.0640155
144.7,2023-08-04 00:00:00,1421,147.818,1,144,0.0832362
140.1,2023-08-07 00:00:00,1422,145.683,1,144.7,0.0781209
140.9,2023-08-08 00:00:00,1423,149.023,1,140.1,0.036511
141,2023-08-09 00:00:00,1424,149.023,1,140.9,0.0351921
137.2,2023-08-10 00:00:00,1425,149.023,1,141,0.0307394
135.4,2023-08-11 00:00:00,1426,142.208,1,137.2,0.00200838
133.9,2023-08-14 00:00:00,1427,127.824,1,135.4,-0.0121836
132.4,2023-08-15 00:00:00,1428,136.898,1,133.9,-0.0248343
133.6,2023-08-16 00:00:00,1429,136.528,1,132.4,-0.037406
129.9,2023-08-17 00:00:00,1430,136.898,1,133.6,-0.0311117
127,2023-08-18 00:00:00,1431,132.052,1,129.9,-0.0585251
129.2,2023-08-21 00:00:00,1432,129.647,1,127,-0.08021
130.3,2023-08-22 00:00:00,1433,132.052,1,129.2,-0.0623753
140,2023-08-23 00:00:00,1434,132.052,1,130.3,-0.0528114
132.2,2023-08-24 00:00:00,1435,149.023,1,140,0.0164446
134.7,2023-08-25 00:00:00,1436,133.638,1,132.2,-0.0366187
137.3,2023-08-28 00:00:00,1437,136.898,1,134.7,-0.014234
134.2,2023-08-29 00:00:00,1438,142.208,1,137.3,0.00781741
128.5,2023-08-30 00:00:00,1439,136.898,1,134.2,-0.0125819
132.7,2023-08-31 00:00:00,1440,132.052,1,128.5,-0.0504341
128.6,2023-09-04 00:00:00,1441,135.914,1,132.7,-0.0152864
128.3,2023-09-05 00:00:00,1442,132.052,1,128.6,-0.0399761
125,2023-09-06 00:00:00,1443,132.052,1,128.3,-0.0379784
125.7,2023-09-07 00:00:00,1444,129.647,1,125,-0.0571019
124.8,2023-09-11 00:00:00,1445,129.647,1,125.7,-0.0463184
123.1,2023-09-12 00:00:00,1446,129.647,1,124.8,-0.0486717
123,2023-09-13 00:00:00,1447,127.158,1,123.1,-0.0572107
124.3,2023-09-14 00:00:00,1448,127.158,1,123,-0.0540281
122,2023-09-15 00:00:00,1449,129.647,1,124.3,-0.041043
121.7,2023-09-18 00:00:00,1450,122.182,1,122,-0.0545567
119.2,2023-09-19 00:00:00,1451,121.566,1,121.7,-0.0538755
116.3,2023-09-20 00:00:00,1452,121.566,1,119.2,-0.0704928
120.8,2023-09-21 00:00:00,1453,120.239,1,116.3,-0.0885223
117.2,2023-09-22 00:00:00,1454,121.566,1,120.8,-0.0497168
116.3,2023-09-25 00:00:00,1455,121.566,1,117.2,-0.0696936
114.8,2023-09-26 00:00:00,1456,120.239,1,116.3,-0.0709749
110.8,2023-09-27 00:00:00,1457,111.706,1,114.8,-0.0756099
114.6,2023-09-28 00:00:00,1458,108.46,1,110.8,-0.0981972
110,2023-09-29 00:00:00,1459,111.706,1,114.6,-0.0597695
106.9,2023-10-03 00:00:00,1460,105.54,1,110,-0.0906085
105.9,2023-10-04 00:00:00,1461,108.644,1,106.9,-0.10671
108.3,2023-10-05 00:00:00,1462,113.172,1,105.9,-0.106593
108.9,2023-10-06 00:00:00,1463,104.915,1,108.3,-0.0785723
112.3,2023-10-09 00:00:00,1464,105.213,1,108.9,-0.0670779
116.5,2023-10-10 00:00:00,1465,111.706,1,112.3,-0.032397
118.4,2023-10-11 00:00:00,1466,120.239,1,116.5,0.00739331
114.6,2023-10-12 00:00:00,1467,121.566,1,118.4,0.0259076
113.7,2023-10-13 00:00:00,1468,111.706,1,114.6,-0.00339162
114.5,2023-10-16 00:00:00,1469,111.706,1,113.7,-0.00663991
113.7,2023-10-17 00:00:00,1470,111.706,1,114.5,0.00363763
110.4,2023-10-18 00:00:00,1471,111.706,1,113.7,0.000131911
107.8,2023-10-19 00:00:00,1472,105.54,1,110.4,-0.0251225
107.5,2023-10-20 00:00:00,1473,106.117,1,107.8,-0.0444956
109.6,2023-10-24 00:00:00,1474,106.117,1,107.5,-0.0415051
109.8,2023-10-25 00:00:00,1475,105.54,1,109.6,-0.0194588
113,2023-10-26 00:00:00,1476,105.54,1,109.8,-0.0148048
114,2023-10-27 00:00:00,1477,111.706,1,113,0.014727
110.6,2023-10-30 00:00:00,1478,112.346,1,114,0.0222382
109,2023-10-31 00:00:00,1479,105.54,1,110.6,-0.00646786
108,2023-11-01 00:00:00,1480,105.54,1,109,-0.0204008
111,2023-11-02 00:00:00,1481,106.117,1,108,-0.0298675
117.2,2023-11-03 00:00:00,1482,105.54,1,111,-0.00519807
115.5,2023-11-06 00:00:00,1483,122.061,1,117.2,0.046195
115,2023-11-07 00:00:00,1484,112.346,1,115.5,0.0279916
115,2023-11-08 00:00:00,1485,112.346,1,115,0.0223131
110.7,2023-11-09 00:00:00,1486,112.346,1,115,0.0229952
111.6,2023-11-10 00:00:00,1487,105.54,1,110.7,-0.0118718
108.3,2023-11-13 00:00:00,1488,106.967,1,111.6,-0.00250269
113.3,2023-11-14 00:00:00,1489,104.915,1,108.3,-0.0296568
111.7,2023-11-15 00:00:00,1490,111.706,1,113.3,0.0156881
107.3,2023-11-16 00:00:00,1491,106.967,1,111.7,0.00224313
109,2023-11-17 00:00:00,1492,106.117,1,107.3,-0.0358956
110.5,2023-11-20 00:00:00,1493,105.54,1,109,-0.0211486
111.4,2023-11-21 00:00:00,1494,105.54,1,110.5,-0.00901305
112.2,2023-11-22 00:00:00,1495,106.967,1,111.4,-0.00174738
109.1,2023-11-23 00:00:00,1496,111.706,1,112.2,0.00434138
108.6,2023-11-24 00:00:00,1497,105.54,1,109.1,-0.0217002
103,2023-11-27 00:00:00,1498,105.213,1,108.6,-0.0238202
90.45,2023-11-28 00:00:00,1499,100.164,1,103,-0.070984
90.6,2023-11-29 00:00:00,1500,86.7736,1,90.45,-0.177297
87.9,2023-11-30 00:00:00,1501,86.7736,1,90.6,-0.16936
86.45,2023-12-01 00:00:00,1502,87.5623,1,87.9,-0.185489
84.65,2023-12-04 00:00:00,1503,87.5623,1,86.45,-0.187347
86.4,2023-12-05 00:00:00,1504,86.7473,1,84.65,-0.19256
86.1,2023-12-06 00:00:00,1505,87.5623,1,86.4,-0.164471
86.65,2023-12-07 00:00:00,1506,87.5623,1,86.1,-0.155572
83.5,2023-12-08 00:00:00,1507,87.5623,1,86.65,-0.140036
84.6,2023-12-11 00:00:00,1508,81.9095,1,83.5,-0.159579
82.2,2023-12-12 00:00:00,1509,86.7473,1,84.6,-0.13823
81.75,2023-12-13 00:00:00,1510,81.9095,1,82.2,-0.1492
84.95,2023-12-14 00:00:00,1511,81.178,1,81.75,-0.140537
83.15,2023-12-15 00:00:00,1512,89.62,1,84.95,-0.0962766
78.45,2023-12-18 00:00:00,1513,82.7261,1,83.15,-0.103093
78.8,2023-12-19 00:00:00,1514,79.6887,1,78.45,-0.138906
79.7,2023-12-20 00:00:00,1515,80.1845,1,78.8,-0.119307
76.6,2023-12-21 00:00:00,1516,79.9346,1,79.7,-0.0927718
78.3,2023-12-22 00:00:00,1517,75.0454,1,76.6,-0.111627
82.35,2023-12-27 00:00:00,1518,77.784,1,78.3,-0.0756699
81.9,2023-12-28 00:00:00,1519,82.8575,1,82.35,-0.0158645
79.4,2023-12-29 00:00:00,1520,80.3172,1,81.9,-0.0162162
78,2024-01-02 00:00:00,1521,80.2082,1,79.4,-0.0397871
77.5,2024-01-03 00:00:00,1522,77.784,1,78,-0.0510372
77.75,2024-01-04 00:00:00,1523,75.5554,1,77.5,-0.0519588
73.95,2024-01-05 00:00:00,1524,76.3443,1,77.75,-0.0448696
70.55,2024-01-08 00:00:00,1525,73.3791,1,73.95,-0.0845507
71.75,2024-01-09 00:00:00,1526,72.3218,1,70.55,-0.118153
75.6,2024-01-10 00:00:00,1527,72.3218,1,71.75,-0.0947229
75.25,2024-01-11 00:00:00,1528,75.891,1,75.6,-0.0413695
75.1,2024-01-12 00:00:00,1529,75.891,1,75.25,-0.0401174
73.9,2024-01-15 00:00:00,1530,74.7071,1,75.1,-0.037673
68.75,2024-01-16 00:00:00,1531,72.7891,1,73.9,-0.048263
69.8,2024-01-17 00:00:00,1532,66.5701,1,68.75,-0.105255
68.65,2024-01-18 00:00:00,1533,71.4778,1,69.8,-0.0836287
65.4,2024-01-19 00:00:00,1534,66.5701,1,68.65,-0.0928911
66.3,2024-01-22 00:00:00,1535,65.3038,1,65.4,-0.128116
70.3,2024-01-23 00:00:00,1536,64.8213,1,66.3,-0.108152
69.4,2024-01-24 00:00:00,1537,72.3218,1,70.3,-0.0503208
66.7,2024-01-25 00:00:00,1538,66.4418,1,69.4,-0.0568089
67.3,2024-01-26 00:00:00,1539,64.8213,1,66.7,-0.0837598
65.4,2024-01-29 00:00:00,1540,65.1609,1,67.3,-0.0661532
62.55,2024-01-30 00:00:00,1541,65.3038,1,65.4,-0.0836165
64.1,2024-01-31 00:00:00,1542,63.3522,1,62.55,-0.11396
63.25,2024-02-01 00:00:00,1543,65.5459,1,64.1,-0.0833036
65.05,2024-02-02 00:00:00,1544,63.4045,1,63.25,-0.0859827
69.25,2024-02-05 00:00:00,1545,65.1138,1,65.05,-0.053887
68.25,2024-02-06 00:00:00,1546,66.3044,1,69.25,0.00815256
68.15,2024-02-07 00:00:00,1547,66.4327,1,68.25,-0.00386778
67.7,2024-02-08 00:00:00,1548,66.4327,1,68.15,0.000110073
71.1,2024-02-09 00:00:00,1549,66.4327,1,67.7,-0.000959253
71.35,2024-02-14 00:00:00,1550,73.2426,1,71.1,0.05232
74.65,2024-02-15 00:00:00,1551,73.2852,1,71.35,0.0580167
72.75,2024-02-16 00:00:00,1552,74.2117,1,74.65,0.10213
73.4,2024-02-19 00:00:00,1553,73.4275,1,72.75,0.0717442
77,2024-02-20 00:00:00,1554,74.1481,1,73.4,0.0775498
79.75,2024-02-21 00:00:00,1555,76.0718,1,77,0.120856
81.5,2024-02-22 00:00:00,1556,81.2504,1,79.75,0.149632
81.15,2024-02-23 00:00:00,1557,81.7379,1,81.5,0.165451
81.65,2024-02-26 00:00:00,1558,81.7379,1,81.15,0.150778
78.35,2024-02-27 00:00:00,1559,81.7379,1,81.65,0.145724
79.8,2024-02-28 00:00:00,1560,79.0947,1,78.35,0.0909597
88.4,2024-02-29 00:00:00,1561,81.2504,1,79.8,0.100121
91.5,2024-03-01 00:00:00,1562,89.3581,1,88.4,0.197345
86.35,2024-03-04 00:00:00,1563,92.7833,1,91.5,0.216755
88.7,2024-03-05 00:00:00,1564,90.3081,1,86.35,0.130902
85.4,2024-03-06 00:00:00,1565,89.8978,1,88.7,0.143963
84.7,2024-03-07 00:00:00,1566,90.8618,1,85.4,0.0900504
89.2,2024-03-08 00:00:00,1567,90.0506,1,84.7,0.0698834
93.4,2024-03-11 00:00:00,1568,90.1428,1,89.2,0.111942
94.35,2024-03-12 00:00:00,1569,93.3467,1,93.4,0.145942
92.9,2024-03-13 00:00:00,1570,93.9896,1,94.35,0.141319
89.4,2024-03-14 00:00:00,1571,94.9117,1,92.9,0.10932
90.4,2024-03-15 00:00:00,1572,90.8063,1,89.4,0.0582073
89.2,2024-03-18 00:00:00,1573,91.1701,1,90.4,0.058982
88.8,2024-03-19 00:00:00,1574,91.3925,1,89.2,0.0353432
92.3,2024-03-20 00:00:00,1575,89.7276,1,88.8,0.0236902
88.25,2024-03-21 00:00:00,1576,94.5543,1,92.3,0.0563965
93.3,2024-03-22 00:00:00,1577,90.1271,1,88.25,0.00615665
93.4,2024-03-25 00:00:00,1578,93.0002,1,93.3,0.0564158
91.1,2024-03-26 00:00:00,1579,93.5408,1,93.4,0.0505596
96.8,2024-03-27 00:00:00,1580,90.6731,1,91.1,0.017394
101.4,2024-03-28 00:00:00,1581,97.313,1,96.8,0.0708853
98.95,2024-04-02 00:00:00,1582,99.7889,1,101.4,0.113766
100.4,2024-04-03 00:00:00,1583,98.7283,1,98.95,0.0824263
99.4,2024-04-05 00:00:00,1584,100.094,1,100.4,0.0899124
99.7,2024-04-08 00:00:00,1585,99.6818,1,99.4,0.0728259
103.8,2024-04-09 00:00:00,1586,99.9893,1,99.7,0.0678234
104.5,2024-04-10 00:00:00,1587,100.601,1,103.8,0.10048
102.1,2024-04-11 00:00:00,1588,104.992,1,104.5,0.0989878
101.6,2024-04-12 00:00:00,1589,100.76,1,102.1,0.0688581
98.7,2024-04-15 00:00:00,1590,100.16,1,101.6,0.0596026
97.55,2024-04-16 00:00:00,1591,98.8793,1,98.7,0.0262542
97.75,2024-04-17 00:00:00,1592,96.6894,1,97.55,0.0100174
95.3,2024-04-18 00:00:00,1593,97.4425,1,97.75,0.00825167
100.6,2024-04-19 00:00:00,1594,94.2336,1,95.3,-0.0201018
108.6,2024-04-22 00:00:00,1595,102.136,1,100.6,0.0281568
113.6,2024-04-23 00:00:00,1596,109.272,1,108.6,0.10075
111.5,2024-04-24 00:00:00,1597,114.689,1,113.6,0.136824
115.6,2024-04-25 00:00:00,1598,110.698,1,111.5,0.105739
111.4,2024-04-26 00:00:00,1599,115.731,1,115.6,0.133917
109.5,2024-04-29 00:00:00,1600,111.038,1,111.4,0.0819473
119.1,2024-04-30 00:00:00,1601,110.199,1,109.5,0.0569753
119.7,2024-05-02 00:00:00,1602,121.446,1,119.1,0.139904
120.3,2024-05-03 00:00:00,1603,122.165,1,119.7,0.134382
115.5,2024-05-06 00:00:00,1604,122.165,1,120.3,0.129418
113.5,2024-05-07 00:00:00,1605,113.469,1,115.5,0.0762207
117.9,2024-05-08 00:00:00,1606,114.926,1,113.5,0.0508286
118.6,2024-05-09 00:00:00,1607,120.886,1,117.9,0.084487
122.3,2024-05-10 00:00:00,1608,120.886,1,118.6,0.0838969
121.9,2024-05-13 00:00:00,1609,123.387,1,122.3,0.107489
125.6,2024-05-14 00:00:00,1610,123.387,1,121.9,0.0938131
125,2024-05-16 00:00:00,1611,131.262,1,125.6,0.113574
124,2024-05-17 00:00:00,1612,131.262,1,125,0.0949305
121.4,2024-05-20 00:00:00,1613,130.316,1,124,0.0738255
120.6,2024-05-21 00:00:00,1614,121.566,1,121.4,0.0395616
119.5,2024-05-22 00:00:00,1615,121.566,1,120.6,0.0239429
116.3,2024-05-23 00:00:00,1616,121.566,1,119.5,0.00993028
118.7,2024-05-24 00:00:00,1617,120.239,1,116.3,-0.018234
119,2024-05-27 00:00:00,1618,121.566,1,118.7,-0.00100996
