initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
100000,100097.24901199341,0.0972490119934082,-0.04784530639648437,3,2,1,66.66666666666666,72.54715919494629,-47.845306396484375
