initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,20141.070064783096,0.7053503239154816,-0.6774334552037149,113,52,61,46.017699115044245,14.580385474058298,-10.11655704701533
