,Date,Action,Price,Shares,Capital,Position,Reason,Profit,Profit_pct
56,2024-03-22,BUY,33.45000076293945,17,19311.499969482422,17,"Aggressive Entry: RSI_oversold, ML_bullish",,
57,2024-03-25,SELL,32.650001525878906,17,19866.549995422363,0,Trailing Stop,-13.599987030029297,-2.3916269620743833
58,2024-05-03,BUY,39.54999923706055,15,19273.300006866455,15,"Aggressive Entry: Trend, ML_bullish",,
59,2024-05-06,SELL,39.150001525878906,15,19860.55002975464,0,Take Profit (RSI>70),-5.999965667724609,-1.0113722348869747
60,2024-05-07,BUY,39.599998474121094,15,19266.550052642822,15,"Aggressive Entry: Trend, ML_bullish",,
61,2024-05-08,SELL,38.099998474121094,15,19838.05002975464,0,Stop Loss,-22.5,-3.7878789338344583
62,2024-05-10,BUY,41.25,14,19260.55002975464,14,"Aggressive Entry: Trend, ML_bullish",,
63,2024-05-13,SELL,41.099998474121094,14,19835.950008392334,0,Take Profit (RSI>70),-2.1000213623046875,-0.36364006273674243
64,2024-05-14,BUY,40.150001525878906,14,19273.84998703003,14,"Aggressive Entry: Trend, ML_bullish",,
65,2024-05-16,SELL,43.0,14,19875.84998703003,0,Take Profit (RSI>70),39.89997863769531,7.09837700076826
66,2024-05-17,BUY,45.45000076293945,13,19284.999977111816,13,"Aggressive Entry: Trend, ML_bullish",,
67,2024-05-20,SELL,44.95000076293945,13,19869.34998703003,0,Take Profit (RSI>70),-6.5,-1.1001099925342726
68,2024-05-21,BUY,44.29999923706055,13,19293.449996948242,13,"Aggressive Entry: Trend, ML_bullish",,
69,2024-05-22,SELL,44.25,13,19868.699996948242,0,Take Profit (RSI>70),-0.6499900817871094,-0.11286509688857613
70,2024-05-23,BUY,42.599998474121094,13,19314.900016784668,13,"Aggressive Entry: Trend, ML_bullish",,
71,2024-05-27,SELL,42.20000076293945,13,19863.50002670288,0,MACD Bearish Crossover,-5.199970245361328,-0.9389617969696259
72,2024-05-28,BUY,42.20000076293945,14,19272.70001602173,14,"Aggressive Entry: Trend, ML_bullish",,
73,2024-05-29,SELL,41.20000076293945,14,19849.50002670288,0,Trailing Stop,-14.0,-2.3696682036039487
74,2024-05-30,BUY,40.25,14,19286.00002670288,14,"Aggressive Entry: Trend, ML_bullish",,
75,2024-05-31,SELL,39.54999923706055,14,19839.70001602173,0,Trailing Stop,-9.800010681152344,-1.7391323302843555
76,2024-06-03,BUY,40.349998474121094,14,19274.800037384033,14,"Aggressive Entry: Trend, ML_bullish",,
77,2024-06-04,SELL,40.79999923706055,14,19846.00002670288,0,Trailing Stop,6.300010681152344,1.1152435686659716
78,2024-06-05,BUY,40.95000076293945,14,19272.70001602173,14,"Aggressive Entry: Trend, ML_bullish",,
79,2024-06-06,SELL,40.54999923706055,14,19840.400005340576,0,Trailing Stop,-5.6000213623046875,-0.9768046848021439
80,2024-06-07,BUY,38.099998474121094,15,19268.90002822876,15,"Aggressive Entry: Trend, RSI_oversold, ML_bullish",,
81,2024-06-11,SELL,37.45000076293945,15,19830.65003967285,0,Trailing Stop,-9.74996566772461,-1.7060308063349208
82,2024-06-12,BUY,36.650001525878906,16,19244.25001525879,16,"Aggressive Entry: RSI_oversold, ML_bullish",,
83,2024-06-13,SELL,36.5,16,19828.25001525879,0,Trailing Stop,-2.4000244140625,-0.40928109040592753
84,2024-06-14,BUY,36.45000076293945,16,19245.050003051758,16,"Aggressive Entry: RSI_oversold, ML_bullish",,
85,2024-06-17,SELL,36.29999923706055,16,19825.849990844727,0,Trailing Stop,-2.4000244140625,-0.41152681135584596
86,2024-06-20,BUY,37.400001525878906,15,19264.849967956543,15,"Aggressive Entry: RSI_oversold, ML_bullish",,
87,2024-06-21,SELL,36.79999923706055,15,19816.84995651245,0,Trailing Stop,-9.00003433227539,-1.604284129248466
88,2024-06-24,BUY,36.70000076293945,16,19229.64994430542,16,"Aggressive Entry: RSI_oversold, ML_bullish",,
89,2024-06-25,SELL,37.099998474121094,16,19823.249919891357,0,Trailing Stop,6.39996337890625,1.0899119969108229
90,2024-06-26,BUY,36.79999923706055,16,19234.44993209839,16,"Aggressive Entry: RSI_oversold, ML_bullish",,
91,2024-06-27,SELL,35.95000076293945,16,19809.64994430542,0,Trailing Stop,-13.5999755859375,-2.309778510172025
92,2024-08-26,BUY,36.20000076293945,16,19230.44993209839,16,"Aggressive Entry: Trend, ML_bullish",,
93,2024-08-30,SELL,37.400001525878906,16,19828.84995651245,0,Take Profit (RSI>70),19.20001220703125,3.3149191647752123
94,2024-09-02,BUY,37.0,16,19236.84995651245,16,"Aggressive Entry: Trend, ML_bullish",,
95,2024-09-04,SELL,35.099998474121094,16,19798.44993209839,0,Stop Loss,-30.4000244140625,-5.135139259132179
96,2024-09-05,BUY,35.599998474121094,16,19228.84995651245,16,"Aggressive Entry: Trend, ML_bullish",,
97,2024-09-09,SELL,34.75,16,19784.84995651245,0,Trailing Stop,-13.5999755859375,-2.387636265599809
98,2024-09-11,BUY,34.400001525878906,17,19200.04993057251,17,"Aggressive Entry: RSI_oversold, ML_bullish",,
99,2024-09-12,SELL,34.849998474121094,17,19792.49990463257,0,Trailing Stop,7.6499481201171875,1.3081306054700539
100,2024-09-13,BUY,35.349998474121094,16,19226.89992904663,16,"Aggressive Entry: Trend, ML_bullish",,
101,2024-09-16,SELL,35.099998474121094,16,19788.49990463257,0,Trailing Stop,-4.0,-0.7072136090275057
102,2024-09-17,BUY,35.75,16,19216.49990463257,16,"Aggressive Entry: Trend, ML_bullish",,
103,2024-09-24,SELL,40.349998474121094,16,19862.099880218506,0,Take Profit (RSI>70),73.5999755859375,12.867128598940122
104,2024-09-25,BUY,41.900001525878906,14,19275.4998588562,14,"Aggressive Entry: Trend, ML_bullish",,
105,2024-09-26,SELL,45.54999923706055,14,19913.19984817505,0,Take Profit (RSI>70),51.09996795654297,8.711211403959673
106,2024-09-27,BUY,48.599998474121094,12,19329.999866485596,12,"Aggressive Entry: Trend, ML_bullish",,
107,2024-09-30,SELL,50.150001525878906,12,19931.799884796143,0,Take Profit (RSI>70),18.60003662109375,3.1893067909933586
108,2024-10-02,BUY,56.599998474121094,10,19365.79990005493,10,"Aggressive Entry: Trend, ML_bullish",,
109,2024-10-03,SELL,54.900001525878906,10,19914.79991531372,0,Stop Loss,-16.999969482421875,-3.003528258078431
110,2024-10-04,BUY,57.29999923706055,10,19341.799922943115,10,"Aggressive Entry: Trend, ML_bullish",,
111,2024-10-07,SELL,59.70000076293945,10,19938.79993057251,0,Take Profit (RSI>70),24.000015258789062,4.1884843941265375
112,2024-10-08,BUY,50.25,11,19386.04993057251,11,"Aggressive Entry: Trend, ML_bullish",,
113,2024-10-09,SELL,48.150001525878906,11,19915.699947357178,0,Stop Loss,-23.09998321533203,-4.179101441037003
114,2024-10-10,BUY,51.0,11,19354.699947357178,11,"Aggressive Entry: Trend, ML_bullish",,
115,2024-10-15,SELL,48.45000076293945,11,19887.64995574951,0,Stop Loss,-28.049991607666016,-4.999998504040288
116,2024-10-16,BUY,48.95000076293945,12,19300.24994659424,12,"Aggressive Entry: Trend, ML_bullish",,
117,2024-10-22,SELL,48.150001525878906,12,19878.049964904785,0,Trailing Stop,-9.599990844726562,-1.6343191513619637
118,2024-10-23,BUY,49.400001525878906,12,19285.24994659424,12,"Aggressive Entry: Trend, ML_bullish",,
119,2024-10-24,SELL,48.79999923706055,12,19870.849937438965,0,Trailing Stop,-7.2000274658203125,-1.2145794945047512
120,2024-10-25,BUY,48.95000076293945,12,19283.44992828369,12,"Aggressive Entry: Trend, ML_bullish",,
121,2024-10-28,SELL,48.849998474121094,12,19869.649909973145,0,Trailing Stop,-1.2000274658203125,-0.20429476457551385
122,2024-10-29,BUY,49.0,12,19281.649909973145,12,"Aggressive Entry: Trend, ML_bullish",,
123,2024-10-30,SELL,47.900001525878906,12,19856.44992828369,0,Trailing Stop,-13.199981689453125,-2.2448948451450894
124,2024-10-31,BUY,48.150001525878906,12,19278.649909973145,12,"Aggressive Entry: Trend, ML_bullish",,
125,2024-11-01,SELL,48.04999923706055,12,19855.24990081787,0,Trailing Stop,-1.2000274658203125,-0.20768906676900462
126,2024-11-04,BUY,48.04999923706055,12,19278.649909973145,12,"Aggressive Entry: Trend, ML_bullish",,
127,2024-11-06,SELL,48.650001525878906,12,19862.44992828369,0,Trailing Stop,7.2000274658203125,1.248704054828752
128,2024-11-07,BUY,51.75,11,19293.19992828369,11,"Aggressive Entry: Trend, ML_bullish",,
129,2024-11-08,SELL,49.900001525878906,11,19842.09994506836,0,Stop Loss,-20.34998321533203,-3.5748762784948673
130,2024-11-11,BUY,48.20000076293945,12,19263.699935913086,12,"Aggressive Entry: Trend, ML_bullish",,
131,2024-11-12,SELL,45.900001525878906,12,19814.499954223633,0,Stop Loss,-27.599990844726562,-4.771782573972479
132,2024-11-13,BUY,46.45000076293945,12,19257.09994506836,12,"Aggressive Entry: Trend, BB_oversold, ML_bullish",,
133,2024-11-14,SELL,45.849998474121094,12,19807.299926757812,0,Trailing Stop,-7.2000274658203125,-1.2917164240330359
134,2024-11-15,BUY,45.599998474121094,13,19214.49994659424,13,"Aggressive Entry: RSI_oversold, ML_bullish",,
135,2024-11-18,SELL,46.0,13,19812.49994659424,0,Trailing Stop,5.200019836425781,0.8771963580347817
136,2025-02-13,BUY,44.900001525878906,13,19228.799926757812,13,"Aggressive Entry: Trend, ML_bullish",,
137,2025-03-03,SELL,45.5,13,19820.299926757812,0,Trailing Stop,7.799980163574219,1.3362994515162188
138,2025-03-04,BUY,45.5,13,19228.799926757812,13,"Aggressive Entry: Trend, ML_bullish",,
139,2025-03-12,SELL,47.099998474121094,13,19841.099906921387,0,MACD Bearish Crossover,20.79998016357422,3.5164801629035027
140,2025-03-13,BUY,46.54999923706055,12,19282.49991607666,12,"Aggressive Entry: Trend, ML_bullish",,
141,2025-03-21,SELL,47.75,12,19855.49991607666,0,Trailing Stop,14.400009155273438,2.5778749357831967
142,2025-03-24,BUY,48.29999923706055,12,19275.899925231934,12,"Aggressive Entry: Trend, ML_bullish",,
143,2025-03-25,SELL,47.04999923706055,12,19840.49991607666,0,Trailing Stop,-15.0,-2.5879917593060253
144,2025-03-26,BUY,47.150001525878906,12,19274.699897766113,12,"Aggressive Entry: Trend, ML_bullish",,
145,2025-03-27,SELL,47.20000076293945,12,19841.099906921387,0,Trailing Stop,0.5999908447265625,0.10604291716322455
146,2025-03-28,BUY,46.95000076293945,12,19277.699897766113,12,"Aggressive Entry: Trend, ML_bullish",,
147,2025-03-31,SELL,46.29999923706055,12,19833.29988861084,0,Trailing Stop,-7.800018310546875,-1.3844547717068256
148,2025-04-01,BUY,46.900001525878906,12,19270.499870300293,12,"Aggressive Entry: Trend, ML_bullish",,
149,2025-04-02,SELL,47.650001525878906,12,19842.29988861084,0,Trailing Stop,9.0,1.5991470695073606
150,2025-04-03,BUY,46.900001525878906,12,19279.499870300293,12,"Aggressive Entry: Trend, ML_bullish",,
151,2025-04-07,SELL,40.79999923706055,12,19769.09986114502,0,Stop Loss,-73.20002746582031,-13.006401045536098
152,2025-05-02,BUY,46.650001525878906,12,19209.299842834473,12,"Aggressive Entry: Trend, ML_bullish",,
153,2025-05-07,SELL,46.599998474121094,12,19768.499824523926,0,ML Bearish Signal,-0.60003662109375,-0.10718767443142205
154,2025-05-08,BUY,47.0,12,19204.499824523926,12,"Aggressive Entry: Trend, ML_bullish",,
155,2025-05-16,SELL,46.099998474121094,12,19757.69980621338,0,Trailing Stop,-10.800018310546875,-1.9148968635721408
156,2025-05-21,BUY,46.599998474121094,12,19198.499824523926,12,"Aggressive Entry: Trend, ML_bullish",,
157,2025-05-22,SELL,45.900001525878906,12,19749.299842834473,0,Trailing Stop,-8.39996337890625,-1.502139423096601
158,2025-05-29,BUY,46.400001525878906,12,19192.499824523926,12,"Aggressive Entry: Trend, ML_bullish",,
159,2025-05-30,SELL,46.150001525878906,12,19746.299842834473,0,Trailing Stop,-3.0,-0.5387930857298922
160,2025-06-03,BUY,46.45000076293945,12,19188.8998336792,12,"Aggressive Entry: Trend, ML_bullish",,
161,2025-06-04,SELL,45.79999923706055,12,19738.499824523926,0,Trailing Stop,-7.800018310546875,-1.3993574062489915
162,2025-06-05,BUY,46.0,12,19186.499824523926,12,"Aggressive Entry: Trend, ML_bullish",,
163,2025-06-06,SELL,45.70000076293945,12,19734.8998336792,0,Trailing Stop,-3.5999908447265625,-0.6521722544794497
164,2025-06-09,BUY,47.20000076293945,12,19168.499824523926,12,"Aggressive Entry: Trend, MACD, ML_bullish",,
165,2025-06-19,SELL,46.0,12,19720.499824523926,0,Trailing Stop,-14.400009155273438,-2.5423744566582105
166,2025-06-20,BUY,47.349998474121094,12,19152.299842834473,12,"Aggressive Entry: Trend, ML_bullish",,
167,2025-07-09,SELL,49.5,12,19746.299842834473,0,MACD Bearish Crossover,25.800018310546875,4.540658067927877
168,2025-07-10,BUY,51.650001525878906,11,19178.149826049805,11,"Aggressive Entry: Trend, MACD, ML_bullish",,
169,2025-07-24,SELL,55.400001525878906,11,19787.549842834473,0,Take Profit (RSI>70),41.25,7.260406368276845
170,2025-07-25,BUY,54.5,10,19242.549842834473,10,"Aggressive Entry: Trend, ML_bullish",,
171,2025-07-28,SELL,56.400001525878906,10,19806.54985809326,0,Take Profit (RSI>70),19.000015258789062,3.4862413318879018
172,2025-07-29,BUY,56.400001525878906,10,19242.549842834473,10,"Aggressive Entry: Trend, ML_bullish",,
173,2025-07-30,SELL,56.29999923706055,10,19805.549835205078,0,Take Profit (RSI>70),-1.0000228881835938,-0.17730901793056467
174,2025-07-31,BUY,53.95000076293945,11,19212.099826812744,11,"Aggressive Entry: Trend, ML_bullish",,
175,2025-08-01,SELL,52.900001525878906,11,19793.999843597412,0,Trailing Stop,-11.549991607666016,-1.9462450828765065
176,2025-08-04,BUY,53.650001525878906,11,19203.849826812744,11,"Aggressive Entry: Trend, ML_bullish",,
177,2025-08-25,SELL,58.650001525878906,11,19848.999843597412,0,Take Profit (RSI>70),55.0,9.31966422701437
178,2025-08-26,BUY,57.45000076293945,10,19274.499835968018,10,"Aggressive Entry: Trend, ML_bullish",,
179,2025-08-27,SELL,56.29999923706055,10,19837.499828338623,0,MACD Bearish Crossover,-11.500015258789062,-2.0017432734670444
180,2025-08-28,BUY,56.20000076293945,10,19275.49982070923,10,"Aggressive Entry: Trend, ML_bullish",,
181,2025-08-29,SELL,56.29999923706055,10,19838.499813079834,0,Trailing Stop,0.9999847412109375,0.17793322555795546
182,2025-09-01,BUY,56.650001525878906,10,19271.999797821045,10,"Aggressive Entry: Trend, ML_bullish",,
183,2025-09-02,SELL,56.45000076293945,10,19836.49980545044,0,Trailing Stop,-2.0000076293945312,-0.35304635048966165
184,2025-09-03,BUY,56.5,10,19271.49980545044,10,"Aggressive Entry: Trend, ML_bullish",,
185,2025-09-04,SELL,55.650001525878906,10,19827.99982070923,0,Trailing Stop,-8.499984741210938,-1.5044220780904314
186,2025-09-05,BUY,55.45000076293945,10,19273.499813079834,10,"Aggressive Entry: Trend, BB_oversold, ML_bullish",,
187,2025-09-08,SELL,56.0,10,19833.499813079834,0,Trailing Stop,5.499992370605469,0.9918831911507281
188,2025-09-09,BUY,57.20000076293945,10,19261.49980545044,10,"Aggressive Entry: Trend, ML_bullish",,
189,2025-09-10,SELL,56.54999923706055,10,19826.999797821045,0,Trailing Stop,-6.5000152587890625,-1.136366288827132
190,2025-09-11,BUY,56.349998474121094,10,19263.499813079834,10,"Aggressive Entry: Trend, ML_bullish",,
191,2025-09-15,SELL,56.29999923706055,10,19826.49980545044,0,Trailing Stop,-0.49999237060546875,-0.0887297931046248
192,2025-09-16,BUY,55.04999923706055,10,19275.999813079834,10,"Aggressive Entry: RSI_oversold, ML_bullish",,
193,2025-09-17,SELL,55.75,10,19833.499813079834,0,Trailing Stop,7.000007629394531,1.2715727023447465
194,2025-09-18,BUY,54.25,10,19290.999813079834,10,"Aggressive Entry: RSI_oversold, ML_bullish",,
195,2025-09-19,SELL,53.95000076293945,10,19830.49982070923,0,Trailing Stop,-2.9999923706054688,-0.5529939853650634
196,2025-10-22,BUY,55.5,10,19275.49982070923,10,"Aggressive Entry: Trend, ML_bullish",,
197,2025-10-24,SELL,55.650001525878906,10,19831.999835968018,0,End of Period,1.5000152587890625,0.2702730196016329
