initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
100000,99316.80031204224,-0.6831996879577636,-0.6980452400383369,30,8,22,26.666666666666668,135.75008487701416,-80.41819849881259
