initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,19996.49998474121,-0.017500076293945312,-0.03299797437538084,19,5,14,26.31578947368421,1.9200004577636718,-0.9357155391148159
