initial_capital,final_value,total_return_pct,max_drawdown_pct,total_trades,winning_trades,losing_trades,win_rate,avg_profit,avg_loss
20000.0,19980.139988422394,-0.099300057888031,-0.20705008745193482,22,5,17,22.727272727272727,8.807996273040771,-3.7588231142829445
